"uuid","acctStatusType","acctSessionId","userName","nasIdentifier","calledStationId","callingStationId","ruckusSSID","acctDelayTime","timestamp","connectInfo","classs","tunnelPrivateGroupID","acctSessionTime","acctInputPackets","acctOutputPackets","acctInputOctets","acctOutputOctets","acctTerminateCause","acctMultiSessionId","acctLinkCount","acctAuthentic","airespaceWLANId","arubaEssidName","arubaLocationId","arubaUserRole","arubaUserVlan","ruckusStaRSSI","ssid","operatorRadius","uploadTime","authMethod","accountOperator","ErroneousVariables","ignoreData"
"065bf053-8029-4ba9-b115-f77748527f62","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"1e5a1c76-c313-45d5-a0bb-2d0707ae9b38","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"eb68b645-f138-487d-84b5-18774f0f2acf","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"dcf87ea1-7117-42c6-aff3-eee44fcfe73e","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"82f451c2-83b2-427a-8af5-2fe94759e63c","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"8b6721c5-4e3b-444e-a53c-494f28bfc168","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"b9d355b4-d19e-4f82-963f-a5c9887d01b2","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"bf839176-1d89-4594-9215-f570aa684bc0","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"3f47b0fc-6005-4161-a8db-75f187a0e88e","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"486597ef-b717-44ce-9787-06fef0843a68","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"ef3ce542-d53a-4a07-922c-83d752cbb505","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"fbbfacdb-c3d2-469e-aee3-7ba22e9acfa5","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"b62f10f0-c7a4-4d21-88dd-931968a8bf71","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"ef4c6c13-b3eb-4020-9005-6e3e2c0f1a0a","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"507b50db-ea65-4459-ac0d-4ebe98c5b8ca","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"b803074d-e6bc-4c4e-8bd3-47e059bdb167","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"07025e3c-55a2-41e1-b574-b7108effe5fc","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"9a593bfc-9f03-4759-adfa-fb86656778ed","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"1c93abed-7b8e-4f80-ae69-5c170e9aa3d1","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"77f57d09-6148-4159-a8bb-c307c934b98a","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"61d1da76-b74c-4610-bb1e-9dfabb078cdb","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"0aca4255-ebdd-405e-9613-42ad067a95d1","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"c594dc13-87e6-451a-9441-a56477d4988b","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"7ed8cc4b-e1ab-4be7-9da4-9921351de8f2","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"04717c3f-39ca-401d-85be-316992bb2797","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"d7d1a529-99bc-4b3f-82e0-8a5dcc99bc6c","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"975a4bcf-8563-458d-bd7f-03dc801d6e43","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"5d25356d-82e7-4e1e-aa9d-23c49699c0d9","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"696950a1-6f12-4d2f-93e4-207b1f88bffb","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:32","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"1861d304-2aeb-4f4c-853f-af54c7cf062e","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"75b32266-652c-4634-8ccf-a2936cc6a307","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"e92d6269-1c22-4c81-a619-f8f4a6019a39","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"f1b1ae85-06b4-4cc2-a7d0-0f16735c03fe","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"03c21bec-3496-44a9-a513-2f297a00f7d0","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"b9022aa8-aaad-4a59-811f-cdd156e10561","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"77605e20-847b-410e-9b27-7bdb82a4c889","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"440a705a-ea8c-44e2-b671-2f01e766b32c","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"b835a49f-5c0b-470a-9319-caa64b9ede80","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"6cb48281-76f7-4682-ac16-fec9d6ae043e","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"97658932-20de-494d-93a1-dc5d61f8a5e2","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"410908b8-ef92-4e60-b8a6-51f3a185f834","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"574ab930-3172-4971-ae35-21015e17bd07","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"ce4fa900-2ce8-4562-9f6a-e72e508a3c7c","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"e48146cf-22f4-4077-87a4-5735a0a81417","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"3a9e3102-75d7-4af7-a05d-6a3cb0a89048","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"173e625a-e7bc-4f2e-98aa-b529967ffefc","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"116e46eb-bb83-447e-ba02-f545dacd797d","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"3286e302-356b-4690-9aad-8fa4b13e1e50","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"a8422192-38ae-42b3-9f19-000860354886","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"f8c8f5a0-3cb2-4837-a943-0c8b3dfb654a","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"250261a4-83d2-4f6f-854b-d466ace281a7","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"ad0db67d-4352-40a8-a7a5-b2ed738694a7","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"06ff704c-53b9-46f4-9503-5966a4fea579","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"af7444b2-56b4-4474-a136-05a602e7ec60","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"8d716776-d8b2-496d-9f18-9a669dd91489","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"f138bf06-1e84-40bb-b880-b565632b7451","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
"b2afca6f-912d-4f9b-a655-480973bd05a1","ERROR","ERROR","ERROR","ERROR","N.A","N.A","N.A","N.A","ERROR ","N.A","N.A","N.A","N.A","N.A","N.A","ERROR","ERROR","N.A","ERROR","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","N.A","Singtel","2018-11-08 18:10:33","ERROR","N.A","acctStatusType,acctSessionId,userName,nasIdentifier,timestamp,acctInputOctets,acctOutputOctets,acctMultiSessionId,authMethod,",""
